category_id,category_key,entity,expense_type,category_label,is_uncategorised,transaction_rows,transaction_value
846,84ff6567a3c9e466bfea7eb16b71cdb0e27c129be3d216702de264da39bd7dad,City of York Council,Vehicle Repairs,City of York Council — Vehicle Repairs,false,24,12902.1
900,8c82fbf5c2912914f6908ea23d7d7b1085359d7d3aca762a6c27713158b3b769,Manchester City Council,Water - Unmetered,Manchester City Council — Water - Unmetered,false,134,289180.37
1032,a48cdf8f6793272bcce2e9df2dafa7fbed378e376bad2ddde0ffa5ab200b805e,Department for Transport,TEC - Technology Maintenance,Department for Transport — TEC - Technology Maintenance,false,1,47635.44
1057,a75b80632d68863252312e2fe78ed5a915d3a331802dcf317102d31e0894a869,Manchester City Council,Bus Rate - Preceptor,Manchester City Council — Bus Rate - Preceptor,false,11,3552531
1058,a7b0d0375bfdaad068f6ce28ab1dbc38a960ac34139ed0ca30b0ce3331bce6b6,Bristol City Council,Direct payments - Long Term support,Bristol City Council — Direct payments - Long Term support,false,61,33771.26
1101,ae9ed827daa0c7ea51c49b2e5784b5420455fab5ef5257f187e03e9fcfe3db76,City of York Council,Staff Train Travel,City of York Council — Staff Train Travel,false,53,118514.68
1110,b17cf96d9e0db879eea0ed4fc6cedb7a897e4ed4919f419b9fe5b5830130070b,Manchester City Council,VPF&E Adaptations,Manchester City Council — VPF&E Adaptations,false,12,339620.94
1113,b22e54fa9a7fa541b6d1af159e15613979d8b0f3ef3d1a4b046e8788add99f76,Department for Transport,Management Consultancy,Department for Transport — Management Consultancy,false,30,2975169.22
1240,c451d6140d0ec996c1ba72fb9fc0c3d9ca917006fe8d0f999e32e2060a866fbb,Department for Transport,Auc - Non Infrastructure,Department for Transport — Auc - Non Infrastructure,false,3,309680.72
1274,c8d52e5853633cc33c6221d9a68b2a829b5353a5760372591b5193b602cfa9f4,Bristol City Council,Fees - Other,Bristol City Council — Fees - Other,false,1,50090
1425,e1ba869e05ff4e0294281ee6742e29ee2a919aefc54c8e7789a705644429d7a1,Department for Transport,Marketing,Department for Transport — Marketing,false,4,300182.14
1448,e5109477e417a48f93e57b474d30f379e541b5231b767e12079343e4f0c31017,Department for Transport,Software Licence Expense,Department for Transport — Software Licence Expense,false,6,501104.72
1460,e683864e6401f18c88fb1c42ac2e66e74b6f17062cf6866b63ce45f6e690f47a,Department for Transport,Travel - Rail - Standard,Department for Transport — Travel - Rail - Standard,false,1,26259.3
1467,e75fff854dac4a905fc602d957d7a4ee233e6cd1238f400c49cb95804a8e36e6,Department for Transport,Claim - Employer Liability,Department for Transport — Claim - Employer Liability,false,1,30000
1520,eff164703b0897e72ca3b36b7f13d797c4b0953ecb32d4609c8e0ba5e4e2ccee,HM Revenue and Customs,Rent (Irrec VAT),HM Revenue and Customs — Rent (Irrec VAT),false,205,84733728.9
1615,fc4a89d77f2dd7b1e76304f910bb67ef1d49512df261c78d64fd62b95ea89825,Department for Transport,Payroll service provider charges,Department for Transport — Payroll service provider charges,false,2,83333.34
1628,feb608edfa04a387b3b4c6cab1744e152de9d0c1737c434146579dc98eee248f,Manchester City Council,Photocopying,Manchester City Council — Photocopying,false,3,5268.99
1632,ff27b05dbb001e651f6a5ebb6acc134b48c6df4780a6a0684ca3143e85a0258f,City of York Council,Parking Costs,City of York Council — Parking Costs,false,19,3060.25
59,0b3e66bc02a74768217ccc4241237db2674f7c099ba9dfab69ce90843afd8562,Manchester City Council,Removal and Storage of Furniture,Manchester City Council — Removal and Storage of Furniture,false,150,168849.99
199,2087ad3bd19ed577a72ec517cb167f0d5dd8253825ce8931592a10dd929fa5bf,Department for Transport,Application Licensing and Support,Department for Transport — Application Licensing and Support,false,4,122074.88
236,274e06dbe320016a7dacce76c1eb42e64fd190c620a08d275cf52554c41e4303,Department for Transport,CM - Third Party Damage,Department for Transport — CM - Third Party Damage,false,223,21836590.61
318,3326c895430e7ef4dc6b81678b326779f0e53152ac0852ebdd2e093982563291,Manchester City Council,Tipping - Skips,Manchester City Council — Tipping - Skips,false,14,601057.68
447,4792b7fb65734ecdbd1f0dbff65c932d98f666f4cc951d9d0ceb0e4d5a425613,Department for Transport,Conferences / Semina,Department for Transport — Conferences / Semina,false,8,487236.05
452,4893a0f3e6e513b5c8f3b68f1037de0c74648de8aac05e71c1f5919e2ebfd93c,Department for Transport,CPO L&P Payments HS2,Department for Transport — CPO L&P Payments HS2,false,12,4338811.96
518,53711f6681f7374e5ae2433ed32d37529877d64266998c21ef6330f4f47efafb,City of York Council,IT Service Agreements,City of York Council — IT Service Agreements,false,41,189263.68
539,562a6d6f918d4584d0bde7c3a1ceef174487390662f76cccef4643c0f615709b,Department for Transport,Computer Software (non-Capital),Department for Transport — Computer Software (non-Capital),false,6,191592.42
607,61dc506712acd60e9835656c9678a6c89c38ab445ab12217e9b56e12a16d864a,Manchester City Council,Compensation Payments,Manchester City Council — Compensation Payments,false,304,1609027.77
610,62e439a6e03a82b84c9ffc7df7ec598a806957b5ab5c01f42a19d6bc9c6bf201,HM Revenue and Customs,Property mgmt. ser.,HM Revenue and Customs — Property mgmt. ser.,false,23,7399589.77
646,689faa18ae36ee6ff4b5b9e8d88b21ad1863531524efcc0fe8703926699c40a9,Department for Transport,Agency Personnel,Department for Transport — Agency Personnel,false,7,506708.05
690,6c94f12644c1255f882133ed773c49f767d6959d618bf620f0b110dab0a1f05e,Manchester City Council,Purchase of stores for re-distribution,Manchester City Council — Purchase of stores for re-distribution,false,139,287803.64
736,74bc8f3779feac0c418e09c9e27a0fcb8d863803c29f043d6797b9e2d3b8967b,Department for Transport,ICT Software Maintenance,Department for Transport — ICT Software Maintenance,false,83,8605280.41
768,78d4534078136542ad17646278e467aa81a1ea78c6ad932f7de045ad7eb06c4f,Department for Transport,Traffic Survey & Cou,Department for Transport — Traffic Survey & Cou,false,8,726115.19
848,85379af6171175f22d065e5932068931263ad44e7d703fce84a0f7225175f8d7,City of York Council,Engineering Consultancy Services,City of York Council — Engineering Consultancy Services,false,294,1285081.55
1025,a3dd3a535a57fe688a2e6be0d8fbf4b3750c650f019259279d47965f44b45706,City of York Council,Other Agency,City of York Council — Other Agency,false,80,819813.72
1069,a98d29c60d60f75b37f1f66e6a68cc7700b38a1cfeb0d3d04fe5163c1f5d0c47,City of York Council,Non Staff Transport Costs,City of York Council — Non Staff Transport Costs,false,56,25719.59
1072,aa0a5b16ab2217453a0fe15d6971f6b2e46562d8d1cae34dd4f06276d4ebd19c,Bristol City Council,Stationery,Bristol City Council — Stationery,false,108,77005.03
1163,b819a24f0ba1cd1bb73b289049b8b986ff41533c3a0f56e36a1b34f4a802267b,Ministry of Justice,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST - Operational,Ministry of Justice — EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST - Operational,false,2,505615.52
1171,b9500814a5302f6fedc80194ae0e5e473374fd3ee6f889ee6122f044c33ba830,HM Revenue and Customs,Camera power adapter,HM Revenue and Customs — Camera power adapter,false,1,691.85
1296,cca5f1d2f7640870fecbcf610c0c293f17536d15f531c59cb562c6aaa47c7bb8,Ministry of Justice,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,Ministry of Justice — EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,false,410,216958271.94
1337,d2fe06ea689d7fb41bd3c8974c7cc5d77887ae31f480874dad424a5d7c34a9cc,Department for Transport,Agency Staff Costs,Department for Transport — Agency Staff Costs,false,49,2884565.61
1366,d7cfcdbe259402e3f8f5287eba2d59eda4941b1dfebf3e1decc33b6c0e9ab0fe,Department for Transport,Non-stock Printing,Department for Transport — Non-stock Printing,false,29,1745449.91
1538,f29f7b720b2364751ad71aeb19647e57f42b42f8e9baa9521d7dca847b3ee806,Department for Transport,Procurement Consul,Department for Transport — Procurement Consul,false,2,101456.2
1550,f40588877a4dbce515c598b09a92875ae084c2df65b172530bd0d3c635421049,HM Revenue and Customs,Contractor Serv Rn,HM Revenue and Customs — Contractor Serv Rn,false,1,683570
1555,f450e602b721c192f8e6e09dd659b22cafdd879ebf48f12fc25e9cab0c2788a0,Department for Transport,SUBCONTRACTED SERVIC,Department for Transport — SUBCONTRACTED SERVIC,false,1,209979
1587,f8565a9200e531c8d9622aa63aca1e610f03601d7de9a2c37d8eaca01459644b,Department for Transport,Subs - Imo Annual,Department for Transport — Subs - Imo Annual,false,1,977132
4,00eb9b84b975f43932f33b187b69f6d1d514f30ff9aeba00f577214133910e3c,City of York Council,Contract Pupil Free School Meals,City of York Council — Contract Pupil Free School Meals,false,75,444886.76
29,05dcf916a7098fbdc1a53f2b35d316928583e0efd4d320b889dc332c34ecf4ff,Department for Transport,PERIODICALS & SUBSCRIPTIONS,Department for Transport — PERIODICALS & SUBSCRIPTIONS,false,1,30240
53,0a3c42e4e83301359c95abc4294a665ced7a69f9723654d91260d89801387972,Manchester City Council,CPAD AR Pymnt Suspen,Manchester City Council — CPAD AR Pymnt Suspen,false,4,-3040.32
85,0e00cbe7650a2a602a0cbfa66dbad0d41d901ecb1fe5b964461d1be59d31d102,Ministry of Justice,EXP-PURCHASE OF GOODS/SERVICES-OTHER PROF SERVICES-COMMERCIAL&CONTRACT MANAGMNT,Ministry of Justice — EXP-PURCHASE OF GOODS/SERVICES-OTHER PROF SERVICES-COMMERCIAL&CONTRACT MANAGMNT,false,22,18553140.63
116,12af51425d5e1bf83793c6f90e239726441cb90194b39c8e359270e3d75850a3,Department for Transport,Training,Department for Transport — Training,false,53,4317268.66
174,1d3fbd477ad033116b281301f4b8dab32ec12531585b3de9454c96921d15c917,Bristol City Council,TPP - Placement Foster Care Inhouse,Bristol City Council — TPP - Placement Foster Care Inhouse,false,14,18663.47
212,2261192837e980e341a5ade884f7da7d0be4896526501e5839eecce7ebf6c152,Department for Transport,WATER,Department for Transport — WATER,false,6,338168.61
335,356dda0ea8a33849cba76d0e7ecbc887950ab07ef6949965786990998d906fcb,Department for Transport,Other Contractor Services,Department for Transport — Other Contractor Services,false,6,262462.34
459,4a4e8c0a7d9e70a1fe5ebcb96f5ec2141271107461626ea194e903f5475171e9,Ministry of Justice,EXP - PURCHASE OF GOODS/SERVICES - NETWORKING - Networks WAN/LAN,Ministry of Justice — EXP - PURCHASE OF GOODS/SERVICES - NETWORKING - Networks WAN/LAN,false,288,42476706.84
519,5389d68a95703826547a631df378b0973376762902d8aaec3f9a31c8e500a75f,Manchester City Council,PNOR-Clothing,Manchester City Council — PNOR-Clothing,false,16,10814
536,55c4e7d5ac29b87bce8ed30aa910dfe6241ba1eecdae61c0293515085e2ae276,Department for Transport,Other Professional Fees,Department for Transport — Other Professional Fees,false,12,2089650.13
617,6390fee2e144a49dd7c5bb406f17dcaddf83a6d1b405c9430ed93ffcdf64c45c,Manchester City Council,Pay non Manc LAC Sch,Manchester City Council — Pay non Manc LAC Sch,false,1,650
639,67747b4f93f414ffecb9494e0c726a66a6971c3285f7026565ee76d6a40f9137,Department for Transport,TSS (TECHNICAL SERVICE SUPPORT),Department for Transport — TSS (TECHNICAL SERVICE SUPPORT),false,31,2065716.42
657,69c5273f809275235710418474fd050f768dacd18b7b53942f1db0f806e27188,Department for Transport,SMALL SOFTWARE,Department for Transport — SMALL SOFTWARE,false,10,700881.06
671,6add156ef594e692d402b67ee3f470bd471d50e84cfa072f1e89a86bc690597f,City of York Council,Passenger Lifts,City of York Council — Passenger Lifts,false,160,54078.66
681,6b93a47840da76f93c23fd877b47ad635bf4f66e6c0c716f4bf7addad528a9bd,Bristol City Council,TPP - Adult placement schemes,Bristol City Council — TPP - Adult placement schemes,false,11,8255.28
689,6c84b2c315ab4f2c02aee6137b2a3cfb0ba49e8e203982641245816d9c222b5f,Manchester City Council,RNH Respite Payments,Manchester City Council — RNH Respite Payments,false,5,7905.05
727,736b468959a2720611ffe1777182151df386660c75cd65ca374ef940aba2351c,Department for Transport,Technical Partner: Non staffing,Department for Transport — Technical Partner: Non staffing,false,40,29794077.15
763,780e7ab62ba7d225ad46253930eee9abfee758b30c43ea204f27f86e54d88f88,City of York Council,Market Research,City of York Council — Market Research,false,1,20000
880,8a385a5729d1ef0e5caea983ab25cbacb1afb6d0e3c584548344c3776d5d49cc,Ministry of Justice,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST - Specialist / Professional,Ministry of Justice — EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST - Specialist / Professional,false,56,2170965.65
913,8eb3191569ac271221543ad246292aab15e5104894d5eb1f6476cdbcb6b180dd,Manchester City Council,Transport and Driver Hire,Manchester City Council — Transport and Driver Hire,false,7,13195
936,93ec3e983ff599884a4c4a297744a4fe5baa8ae18dfa7432386f9ff85d35504a,Ministry of Justice,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - Reprographics,Ministry of Justice — EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - Reprographics,false,13,878112.82
1034,a499d75f294fdbcfaf502e6e1a6aa4b53acb35c082398815749e799b7c0f0d5e,Bristol City Council,External Professional Fees,Bristol City Council — External Professional Fees,false,1178,32247046.25
1097,ad81a3533b582c113b1eff56e4d71c36e907929887b606de3d1584b0435592a2,City of York Council,Plant & Equipment Purchase,City of York Council — Plant & Equipment Purchase,false,810,5986869.35
1148,b6a7c82c8875e6e2b96f9ec335a1b463118bb6faa8201a20566c2ed16e4882eb,Department for Transport,TRAVEL EXPENSES UK,Department for Transport — TRAVEL EXPENSES UK,false,12,4163138.16
1254,c60823a8129b2fc45c54b7afc15b9b2a334e05caca78718712b4d6be240c703a,Manchester City Council,Joint Authorities TP,Manchester City Council — Joint Authorities TP,false,1,2800
1256,c63da7100616a67d47be814d6cbbd9724780ccaaca471c0b48678d1351f90abd,Department for Transport,Room Hire,Department for Transport — Room Hire,false,1,35334.5
1267,c7cac1615b0a628de2c73a5d88dd61e16f1844e7886816355ff46b9b47832a76,Department for Transport,OFFEQUIP (NON-CAP),Department for Transport — OFFEQUIP (NON-CAP),false,1,25863.11
1355,d5e1d871c43110835fb3a2d6f4555c7a337e3a1bde19eeee80f48ca6b6c9e588,Manchester City Council,Planning Invalid,Manchester City Council — Planning Invalid,false,32,69321
1409,de55c132261345f2e13b7cbdeeb8442e2990b85971b2f452bcdfa673d7abbba5,Department for Transport,TESTING/TRAINING - M,Department for Transport — TESTING/TRAINING - M,false,1,84528.67
1435,e322a60261959abcbc93d4bb260e43de59f0b6c202a47891eee20269a32f8798,Department for Transport,EAO RENT REFUND ALLOW,Department for Transport — EAO RENT REFUND ALLOW,false,1,30049.39
1524,f05cbecee89a3abc8618f125a1553522d6383eaecce6d4a7dbf8c0a6a7492950,Department for Transport,ITConsul-Non Rec,Department for Transport — ITConsul-Non Rec,false,114,14105149.86
1533,f190095873f03210450eaeb85d62c6f689aa7f31d1299a82c0663e1d9372c43e,Manchester City Council,Payments to Academie,Manchester City Council — Payments to Academie,false,72,335071.38
1584,f7df15b199093d0f4cbdd61b44e79c435fcf8c844ad0878a997c3cda0cafa727,Ministry of Justice,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES - Research costs,Ministry of Justice — EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES - Research costs,false,75,3285034.3
1586,f839713caa91e8f587195849f3f3ef0a38c70f2142fee4469c1ca97373dd789d,Department for Transport,Car Tax & Insurance,Department for Transport — Car Tax & Insurance,false,11,574102
1600,fab617c39ab8f49f5c625e8c88ca2b4416fba9e488aeb994e3f300313e3b5d1e,Department for Transport,Recruitment - Pre-employment checks,Department for Transport — Recruitment - Pre-employment checks,false,1,27960
66,0c0804579c59b8f238f8504c4f098a7f1060eed45f8440eb5cdc0241c5ac2aba,Bristol City Council,Vehicle Maintenance - Contract,Bristol City Council — Vehicle Maintenance - Contract,false,40,60408.5
69,0c4e8a05fe0307838e000c9a2235a14673cf55b0dabafa108d524346491d91e5,Bristol City Council,Loans & Other Financial Assistance,Bristol City Council — Loans & Other Financial Assistance,false,12,230079.32
142,1875ec115bf76632ea1b2e75880688abb988014855174362ff0e05b1a01fd12b,City of York Council,Signage,City of York Council — Signage,false,19,13285.74
253,2a0ca364024f6a560a98500db62e6ca179844dbdb61dc206c34eace5134b877c,Bristol City Council,Other Grants,Bristol City Council — Other Grants,false,1,16977.18
256,2aa118100f040120bce04d1b012d353fbb9091092aff12756a03a26e055da57d,Department for Transport,SAR Sat Communication,Department for Transport — SAR Sat Communication,false,1,253000
260,2b32502abda5933a00415b7bfd5989ea9c3f8588cc0ac6e4eeae521f33cb3c63,Ministry of Justice,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - Purchase - mobile,Ministry of Justice — EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - Purchase - mobile,false,1,49050
268,2be0f34c1545dbb1250fbc083ada5c22d58609b9993ae5bce36e3a387de5b0ad,Department for Transport,Professional Service Contractors,Department for Transport — Professional Service Contractors,false,2,261428.46
325,33f8830e480f357c24a8e9d47ad569e5464a1dcdcb932421ab267b2d91da1e10,Department for Transport,TRAVEL MANAGEMENT CHARGES,Department for Transport — TRAVEL MANAGEMENT CHARGES,false,1,393188.52
341,363744c05a998bfb77e051337882a93095104b93e1adff9b32451fd9d1f5f0c1,Bristol City Council,Intangible Assets / Computer Software,Bristol City Council — Intangible Assets / Computer Software,false,49,516481.94
388,3e37dc6e965cd268ca437850b3b8c5b7366fbf10714b86f76b59a3042859d305,Department for Transport,Vehicle Hire,Department for Transport — Vehicle Hire,false,6,321186.21
454,495c0c0b9a1511c71d984711cee393cfa53d4e9faee48599a77ccb615e4021f8,Manchester City Council,GRIR,Manchester City Council — GRIR,false,64,-827994.75
687,6c25b5f297791326d7ba75ae43d67934f9ac6a178f54a84a9f04084870b0bc9c,Department for Transport,Subsidies Private Se,Department for Transport — Subsidies Private Se,false,1946,510965362.02
740,751cd4e522b3f83c9bbc9f298b2e581c8c30fd8ac9629aecea49a7b378c4efa1,Department for Transport,Professional Services,Department for Transport — Professional Services,false,366,86940858.66
773,799ed44e89418aa471565e61bbc257050927801a3bb559e293176bdd84317765,HM Revenue and Customs,Electronic magazines,HM Revenue and Customs — Electronic magazines,false,1,30210
893,8bbefa81786bd9080ade3983b731dd161ac5fd7e5f77296d262796e8816404d6,City of York Council,Non Stock Equipment,City of York Council — Non Stock Equipment,false,191,88706.83
914,8ee26a60c30c417c00af2caf7fec8a6b303d80b445ab93600e36df500b1ada30,Manchester City Council,Equipment Operating Lease,Manchester City Council — Equipment Operating Lease,false,21,109319.64
966,9ab2777c68e23e690b210f03434b6c7d44466f65591904f3e8141138c3b89307,HM Revenue and Customs,FIS Spec Req - Res,HM Revenue and Customs — FIS Spec Req - Res,false,18,1528051.21
1031,a46da230b10fd9fa0283695958ccd570118028510f285e2a964ed1f507ea79d1,HM Revenue and Customs,Contingent Labr-Ops,HM Revenue and Customs — Contingent Labr-Ops,false,3,462545.39
1075,aa9933ab1bc57ae74bc31cf9fb731844f2ac723b83c65f970ad6a42408191f60,HM Revenue and Customs,SW Lic Sup Off shlf,HM Revenue and Customs — SW Lic Sup Off shlf,false,177,29168859.27
1088,ac502659b41b12b0a6dc4cf065ccb314866d8565346bd67c8fa66b852d4ce010,HM Revenue and Customs,Cons COS 52 (Ir VAT),HM Revenue and Customs — Cons COS 52 (Ir VAT),false,7,780004.09
1218,c07537b0398f4935f625d714753838273959c0158d3c2e335991cffe2ebcb996,Department for Transport,LGV/PCV TAX & INSURANCE,Department for Transport — LGV/PCV TAX & INSURANCE,false,1,66185.28
1224,c1e2db4a82aeca30873aeb00d9001c690ddfc34991e5d8ae6966789bd2a6eb94,Ministry of Justice,PPE - INFORMATION TECHNOLOGY (OWNED) - COST - ADDITIONS - Computers,Ministry of Justice — PPE - INFORMATION TECHNOLOGY (OWNED) - COST - ADDITIONS - Computers,false,39,15743486.07
1289,cb5df6c9f035f3dc6753d055bb043027fe62feac5232f5467c7c94fa315ed03e,City of York Council,Overpayment Account Raised,City of York Council — Overpayment Account Raised,false,2,3647.21
1347,d4b9bb86bf0cf497380ca110dc791c77a21071f552bf7d8b239db65c4d1669f4,Department for Transport,Uniforms,Department for Transport — Uniforms,false,1,25617.9
1378,d984c13215250707f300c8713bb045d63fdd73832f6365b815019b841ab9bf01,City of York Council,Grounds Maintenance (Day to Day),City of York Council — Grounds Maintenance (Day to Day),false,103,449844.19
1434,e31c0a771ba5112a99b9841a5ce3b54c3f01adfde8df21e6a9e1eefdb643457c,HM Revenue and Customs,Fuelling of vehicles,HM Revenue and Customs — Fuelling of vehicles,false,1,29768.64
1438,e3dec5a614a7750e86089fae2960542e8976bdfab3785b0219be12a40f978754,Department for Transport,Non Stock Machine Consumables,Department for Transport — Non Stock Machine Consumables,false,8,2632125.6
1449,e51b9c3915fd970945575822b99be91b09c5126dcf4ed1bf2f3493825eba9745,Manchester City Council,Advertising,Manchester City Council — Advertising,false,260,923895.74
1484,e9925d2847fbb2e0e99d4d80d3f35a2277833321d0de42dae5d7f643f931b130,City of York Council,Quantity Surveyor,City of York Council — Quantity Surveyor,false,17,60010.56
1522,f02402a29d50f7dfe96ca85ed0d728df8f77944754bb22fc7263566c197ea903,Department for Transport,Operational Vehicle consumables,Department for Transport — Operational Vehicle consumables,false,7,552691.67
1596,fa227ac7c27780c108903dd3e8ab9437db2d4e7ca544f7afa38dd87591acf2e5,Department for Transport,Adhoc Mtce - Buildings,Department for Transport — Adhoc Mtce - Buildings,false,4,851649.94
1599,fa97757862a7ce4e1d3fd743b9376a1e1a12815ecb16a711d73e233308a2f5ba,Bristol City Council,Transport Dept Charges,Bristol City Council — Transport Dept Charges,false,659,14155991.69
104,112ed4e41fb579cdf026662da0cb95522001dc13fd259cb714e0a603934f7ba3,City of York Council,Asbestos,City of York Council — Asbestos,false,12,5570.64
156,1ac6fbb4d059bfcb73ff06b3e4db854fa71ec21eaa2662291fb4d30033ecbfed,Manchester City Council,Surplus property Fees,Manchester City Council — Surplus property Fees,false,15,1403386.12
159,1b382e1ed7c961a9109efd838181d0a52ebaf02dff2d66979afc4726b439230a,Department for Transport,Provision Expense RDEL,Department for Transport — Provision Expense RDEL,false,1,193760.64
306,30df560fec83e677ef699790fd6b7728ab591e348e63909152e83f5a3bb0e77e,Department for Transport,Photocopier Service Charge,Department for Transport — Photocopier Service Charge,false,3,185116.37
389,3eb0901f9c1a1ddf355595c8ef6cceed0fce8d664139f02fc3e60f21c9f48758,Department for Transport,Hardware,Department for Transport — Hardware,false,3,248339.81
436,45c0412e43051096f2500de0b17cde0ce12148c2d983e184bb575afe2d560f5f,Bristol City Council,Agency Staff,Bristol City Council — Agency Staff,false,3364,24547659.74
463,4aa158ebc1b07c1ba4ec8d799d82e4d6b210dd17c941d7206fda4849bd47e5bc,HM Revenue and Customs,Contact Platform Ser,HM Revenue and Customs — Contact Platform Ser,false,80,16341446.28
479,4e1693c50a28878180273dee8f0e6c3f11ff1978d85045dafbcd69b24699f370,HM Revenue and Customs,Pension Admin Svices,HM Revenue and Customs — Pension Admin Svices,false,3,144000
505,52389eb232a1280f91d2b4e79462c1198cb8a8b8faf341e3980af43af981bedf,Department for Transport,Network Transmission,Department for Transport — Network Transmission,false,2,127978.56
506,524f21ef2041a4f76180ffc37aea8ed29c444caeeec0e4f760616b0c453770d8,Manchester City Council,Car Parking Expenses,Manchester City Council — Car Parking Expenses,false,3,3849.99
553,58dff27cfb74aebf16c6af1a960f60a91025542e13c4257088e3b2dd00d0314f,HM Revenue and Customs,Network Voice Serv,HM Revenue and Customs — Network Voice Serv,false,4,58991.39
563,5a6222b2faeae253f71c0ca9bb03d60185d75489940335a840d7d770b1abffc2,Department for Transport,Pensions Contribution,Department for Transport — Pensions Contribution,false,64,47252410.04
576,5d4342650ccec869e3f86a77f8e6e1ae50d614623b1e2a38ef48e7ba2ff58d70,Department for Transport,Surveys - Non Premises,Department for Transport — Surveys - Non Premises,false,1,172800
584,5e3c4f21452c55a247821c7a7d732e506e1feec9db5144363db0fdeee737214a,Department for Transport,Official hospitality,Department for Transport — Official hospitality,false,2,59076.68
604,611501d4276a51481a1d77c639032a96c37aa63b15434cf35d2b39a6f28debe2,Ministry of Justice,EXP - PURCHASE OF GOODS/SERVICES - OTHER - Storage services,Ministry of Justice — EXP - PURCHASE OF GOODS/SERVICES - OTHER - Storage services,false,31,2195617.56
663,6a5f8d6c9e25b1a515e5be5c4010005d8fb77101cc53596e7319d3fe78287714,Ministry of Justice,EXP - PURCHASE OF GOODS/SERVICES - OTHER - Translation / Interpreting Services,Ministry of Justice — EXP - PURCHASE OF GOODS/SERVICES - OTHER - Translation / Interpreting Services,false,1,-30815.57
707,709f0414ea54cf79368889e36f392eee95c610820094fbf61112fe7209c664f0,City of York Council,Cleaning Equipment,City of York Council — Cleaning Equipment,false,2,789.8
734,746c07e7aa22aea8533b123d43e06d4304abda7bae1b0965e1fe98f86ab9e174,Manchester City Council,Legal Fees,Manchester City Council — Legal Fees,false,1155,5384165.99
791,7bec6653cf286ae4a233972e4ee35194a83fea7feddb399f8bc6b3b4dda0662a,City of York Council,Training and Development Costs,City of York Council — Training and Development Costs,false,113,119911.21
871,89002beeae4e71bd645a9ffeb897e50e366f04d2ec7f52acc2d0eaa676278aa8,City of York Council,Refuse Collection,City of York Council — Refuse Collection,false,606,458004.61
956,98768e87363eda6fe5925892fab532b525ab0a8981aba35467f913febb1448c6,Department for Transport,Asset sale proceeds - clearing,Department for Transport — Asset sale proceeds - clearing,false,2,370000
1014,a209976ce7bacfd33a5464d5fac1047be77e404d0fe18a58b158a82ff9c2687c,Bristol City Council,Clothing / Uniforms,Bristol City Council — Clothing / Uniforms,false,29,24132.64
1016,a23241ebd0b4e5077364b86b839f358a61cb9f014b29108564af8051ce2def75,City of York Council,Maintenance of Equipment Re-active,City of York Council — Maintenance of Equipment Re-active,false,9,6343.15
1129,b41c6fdb052ba7c49bddb3a85e2feddd2f2aebdf45a543a48808c6c5b8ae8988,City of York Council,Bank Charges,City of York Council — Bank Charges,false,46,19918.39
1151,b6ef68ea0398332f7f32eecad581d166b7842284084db811f748fe629159e99a,City of York Council,Clerk of Works,City of York Council — Clerk of Works,false,17,46409.44
1152,b6fbed43f8ac29d2b81283a5d941c00e4b9411800d46bb454e2eef043b81820a,Department for Transport,Mail Collection/Deli,Department for Transport — Mail Collection/Deli,false,257,51124430.09
1257,c64a6b6a7c3f19dc87385f9d9b3a2d1992e39bd2dd2e83243d8c9a8b5bd91edc,Manchester City Council,Fines,Manchester City Council — Fines,false,3,700
1307,ce5fee667446399da21704fffe3ef239ed7e11d9b01a8b8c2d8c2be58cc69f4d,HM Revenue and Customs,Consultancy - Market,HM Revenue and Customs — Consultancy - Market,false,16,1433243.37
1323,d1bd36c3e2a77f822da58a0501295e94048bf1f5997587c5e79697d9f7e63299,Department for Transport,Copyright Fees,Department for Transport — Copyright Fees,false,2,71409.6
1391,db43e374359df7aab9234db9ae837d0a43cd0982193253a5cd83ec8766a4ed37,Manchester City Council,Rates,Manchester City Council — Rates,false,523,11822825.7
1519,ef7af54c8f1c4548e80c9f25f205a9323cbb6a3ad96981e5f1e45856a12cc803,Department for Transport,Engineering Services - Civil,Department for Transport — Engineering Services - Civil,false,77,54180583.32
1525,f06b3a86210163175859bf696ac9c743a3566120d1be0486433912d64ab5cd46,City of York Council,Facilities Hire,City of York Council — Facilities Hire,false,5,3020.4
1528,f0bfade4ce25bd7844724cc8184227ccb560f7f313888dfbdafaec8dcb0a8ca6,Department for Transport,TOCRevenue(Pub),Department for Transport — TOCRevenue(Pub),false,55,129564136.07
